word	frequency	sources
ទូលបង្គំ	7179.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,TD.txt,seafreq.txt
ដៃ	7101.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ក្រោម	7035.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
ពុំ	7028.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
តាំង	6970.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt
មិថុនា	6957.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,names.txt,seafreq.txt
លេខ	6955.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ការងារ	6912.00	HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ស្លាប់	6819.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
បន្ត	6752.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ខ្លាំង	6653.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
សំរាប់	6636.00	DFD.txt,HC.txt,KHOV.txt,TD.txt,seafreq.txt
សារ	6579.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ភូមិ	6558.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ព្រះវិហារ	6518.00	HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ដើរ	6516.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
រស់	6502.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt
ប្រធាន	6437.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ប្រជាជន	6421.00	HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
កន្លែង	6408.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ព្រះយេហូវ៉ា	6399.00	KHOV.txt
បែប	6390.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ផត	6371.00	RAC-Khmer-Dict-2022,seafreq.txt
រហូត	6370.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ភ្នំពេញ	6354.00	RAC-Khmer-Dict-2022,places.txt,seafreq.txt,villages.txt
អ៊ីស្រាអែល	6301.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,TD.txt,places.txt,seafreq.txt
សង្គម	6278.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
ប្រាក់	6238.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt,villages.txt
ថល	6161.00	seafreq.txt
ប្រើប្រាស់	6132.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
សិទ្ធិ	6104.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt
ដ្បិត	6070.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ឃុំ	6069.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
រដ្ឋ	6043.00	HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
បង្ហាញ	6033.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
បញ្ជាក់	6011.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
តំបន់	5995.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,places.txt,seafreq.txt
ប៉ុណ្ណោះ	5980.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
កាត់	5949.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
បី	5947.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
សរសេរ	5920.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
យស	5909.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ឈើ	5903.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ប្រសាសន៍	5899.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
មីនា	5875.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,names.txt,seafreq.txt,villages.txt
លក់	5874.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ជាម្ចាស់	5841.00	DFD.txt,HC.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt
មេ	5808.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
រយៈ	5808.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ដក	5761.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
បទ	5741.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ហ្នឹង	5739.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ប្រព្រឹត្ត	5726.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ស្គាល់	5710.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
សំខាន់	5704.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt
ចត	5695.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ស៊ី	5694.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ចេះ	5675.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ក្រសួង	5660.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
សែន	5624.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt
អី	5613.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ហៅ	5591.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ផ្នែក	5585.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
អត់	5569.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
អើយ	5564.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ជនជាតិ	5492.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
សួរ	5489.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
បុរស	5484.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ពួកគេ	5472.00	DFD.txt,HC.txt,KHSV.txt,TD.txt,seafreq.txt
ខុស	5463.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ចម	5418.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ប៉ុន្មាន	5413.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
បោះ	5362.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
កំណត់	5358.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ប្រឆាំង	5358.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ចៅ	5339.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ជាប់	5277.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
សេ	5240.00	RAC-Khmer-Dict-2022,seafreq.txt
សុំ	5226.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ប្រជាពលរដ្ឋ	5207.00	HC.txt,RAC-Khmer-Dict-2022,seafreq.txt
តម្លៃ	5196.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ដំណើរ	5168.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
សម្តេច	5130.00	HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt,villages.txt
ហ៊ុន	5086.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,names.txt,seafreq.txt
ដឹក	5077.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
សត្វ	5058.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ទាំងអស់	5055.00	DFD.txt,HC.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ផ្សាយ	5037.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ស្រឡាញ់	4996.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
កាសែត	4991.00	DFD.txt,RAC-Khmer-Dict-2022,seafreq.txt
ថ្លៃ	4987.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ឆ្នោត	4963.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
បោះឆ្នោត	4962.00	RAC-Khmer-Dict-2022,seafreq.txt
ផ្តល់	4951.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ឥត	4936.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ជួប	4923.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt
ពិភាក្សា	4891.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ត្រង់	4883.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
បាត់	4878.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
បំផុត	4868.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
គ្រួសារ	4853.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ថ្វាយ	4841.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
អន្តរជាតិ	4834.00	KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ចាំ	4821.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ជូន	4786.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
នយោបាយ	4767.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
កិច្ច	4733.00	HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ដូចជា	4722.00	DFD.txt,HC.txt,KHOV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
លុយ	4690.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt
ភាសា	4662.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
វាយ	4644.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
ទាន់	4632.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ពល	4627.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ជិត	4612.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
សាសន៍	4594.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
បន្ទាប់	4593.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
ឧសភា	4583.00	RAC-Khmer-Dict-2022,seafreq.txt,villages.txt
ក្រៅ	4563.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
គោល	4537.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
ចំណែក	4515.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ជើង	4515.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
ម្ចាស់	4515.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
របរ	4480.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
មេសា	4473.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,names.txt,seafreq.txt
ពេញ	4436.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt
មន្ត្រី	4425.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ថ្នាក់	4360.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ដោយសារ	4347.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
នានា	4321.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ធ្នូ	4292.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt,villages.txt
ភ្នំ	4278.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
សោះ	4278.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
លង	4276.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ទោស	4262.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
អង្គ	4257.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
ប្រពន្ធ	4254.00	HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
រៀបចំ	4242.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ឆ្លើយ	4239.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ធន	4235.00	RAC-Khmer-Dict-2022,names.txt,seafreq.txt
នរណា	4228.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
សិស្ស	4228.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ប្អូន	4227.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
តប	4214.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ជឿ	4213.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
បរ	4207.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ព្រឹក	4192.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
រាប់	4174.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ប្រុស	4165.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt
ចូលរួម	4152.00	DFD.txt,HC.txt,RAC-Khmer-Dict-2022,seafreq.txt
បន្ថែម	4143.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
រល	4120.00	RAC-Khmer-Dict-2022,seafreq.txt
សម្រេច	4105.00	DFD.txt,HC.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ស្តាប់	4101.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ចាត់	4096.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
អំណាច	4093.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ចរ	4078.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ឪពុក	4063.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ចំ	4059.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
មូល	4056.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt
ព្រៃ	4054.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ទោះ	4048.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
រត	4039.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
សមាជិក	4037.00	DFD.txt,HC.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ព្រះបាទ	4036.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
មករា	4031.00	RAC-Khmer-Dict-2022,names.txt,seafreq.txt,villages.txt
សាលា	4028.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
បងប្អូន	4008.00	DFD.txt,HC.txt,KHSV.txt,TD.txt,seafreq.txt
អត្ថបទ	3991.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
តុលា	3937.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,names.txt,seafreq.txt
រន	3915.00	RAC-Khmer-Dict-2022,seafreq.txt
គ្រឿង	3901.00	KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ធ្លាប់	3859.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ចោល	3852.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ប្រសិន	3850.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,TD.txt,seafreq.txt
ម្តង	3835.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ឯកសារ	3822.00	HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
បំណង	3820.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
លក្ខណៈ	3818.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
កម្មវិធី	3812.00	DFD.txt,HC.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ប្រេង	3810.00	HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
លន	3799.00	RAC-Khmer-Dict-2022,seafreq.txt
នា	3776.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
យម	3773.00	RAC-Khmer-Dict-2022,seafreq.txt
អភិវឌ្ឍន៍	3759.00	HC.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
រៀប	3754.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ច្បាស់	3747.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ទិញ	3745.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
មតិ	3718.00	DFD.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
រៀន	3717.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
អាយុ	3717.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ប្រជា	3707.00	KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
អនុវត្ត	3704.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ទាហាន	3693.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
ត្រឡប់	3670.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ពិភពលោក	3656.00	DFD.txt,HC.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,places.txt,seafreq.txt
រវាង	3649.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
ដុល្លារ	3633.00	RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
រាជ	3633.00	HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
សុខ	3633.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,names.txt,seafreq.txt
បាប	3623.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ខ្ពស់	3622.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
បញ្ចេញ	3615.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
កន្លង	3597.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
សព	3587.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
តុលាការ	3581.00	DFD.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ម៉ោង	3555.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ពិនិត្យ	3552.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,seafreq.txt
ចំណុច	3525.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
វេលា	3506.00	DFD.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
របៀប	3496.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt,villages.txt
ចុច	3490.00	KHOV.txt,RAC-Khmer-Dict-2022,seafreq.txt
យោបល់	3487.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
គ្រាន់	3469.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
អាក្រក់	3466.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
ទាក់	3458.00	DFD.txt,HC.txt,KHOV.txt,KHSV.txt,RAC-Khmer-Dict-2022,TD.txt,seafreq.txt
